goodreads_book_id,tag_id,count
34,11314,118
34,9638,118
34,20547,118
34,236,117
34,14764,116
34,24964,115
34,25150,115
34,5444,115
34,10210,114
34,32130,114
34,20781,113
67,30574,8621
67,8717,824
67,14487,682
67,24609,310
67,11743,212
67,11557,211
67,4949,187
67,24624,168
67,1753,138
67,5207,107
67,22743,104
67,27919,98
67,14467,97
67,14552,79
67,18367,76
67,24632,76
67,18326,73
67,5051,70
67,22034,64
67,24639,61
67,24642,59
67,18045,53
67,1416,49
67,24615,49
67,4985,43
67,21989,41
67,2277,40
67,28204,39
67,24626,39
67,1659,37
67,22753,36
67,9221,35
67,24631,35
67,30672,32
67,24807,32
67,30521,30
67,8067,29
67,3677,29
67,2312,25
67,8346,25
67,20849,24
67,24638,24
67,22689,23
67,17213,23
67,8055,23
67,32586,23
67,2313,22
67,9477,21
67,9484,20
67,3392,19
67,31656,19
67,31505,19
67,31938,19
67,1761,18
67,11780,18
67,1762,18
67,18318,17
67,1642,17
67,2305,17
67,4959,17
67,28218,17
67,509,17
67,24627,17
67,15169,16
67,10197,16
67,14764,16
67,2271,16
67,12948,16
67,3676,16
67,3371,15
67,25506,15
67,4968,15
67,1750,15
67,28215,15
67,20774,13
67,7457,13
67,615,13
67,941,13
67,10210,13
67,19524,13
67,11834,13
67,3389,12
67,14539,12
67,28219,12
67,2326,12
67,21158,12
67,2104,11
67,22352,11
67,12868,11
67,23349,11
67,11798,11
67,8344,11
67,30109,11
67,28183,11
67,11505,10
67,27535,10
67,603,10
67,31557,10
67,22733,10
67,1759,10
98,30574,1217
98,8717,606
98,23005,208
98,21773,118
98,3739,87
98,21689,65
98,25562,60
98,22743,44
98,5207,35
98,14134,33
98,11221,27
98,3735,25
98,3742,23
98,9221,19
98,23013,16
98,24187,15
98,24204,15
98,24193,15
98,27095,14
98,20508,14
98,3750,12
98,22689,11
98,1642,11
98,9477,11
98,6798,11
98,17124,10
98,18045,10
98,23004,10
98,6823,10
98,20774,9
98,15169,9
98,25147,8
98,1416,8
98,31505,8
98,6815,8
98,22753,7
98,25150,7
98,10316,7
98,3758,7
98,11557,6
98,6857,6
98,25148,6
98,14927,6
98,25146,6
98,20363,6
98,23019,6
98,6953,5
98,15174,5
98,9484,5
98,23040,5
98,23349,5
98,12869,5
98,6784,5
98,15569,5
98,24194,5
98,24203,5
98,24188,5
98,20849,4
98,14764,4
98,24995,4
98,31557,4
98,25145,4
98,1668,4
98,22583,4
98,24866,4
98,6794,4
98,3745,4
98,27199,3
98,6888,3
98,10644,3
98,25151,3
98,22352,3
98,20781,3
98,14064,3
98,10210,3
98,24996,3
98,18130,3
98,1629,3
98,14752,3
98,831,3
98,10304,3
98,21374,3
98,9730,3
98,28071,3
98,21953,3
98,21685,3
98,25242,3
98,13865,3
98,19634,3
98,20159,3
98,15658,3
98,14930,3
98,15577,3
98,3751,3
98,23015,3
98,19439,3
98,24120,3
98,25261,3
98,21796,3
98,6856,3
264,7457,2632
264,11743,1053
264,11557,420
264,7404,391
264,22743,256
264,5207,243
264,18367,226
264,509,175
264,240,137
264,2277,132
264,22034,131
264,2313,118
264,14487,116
264,7423,98
264,236,97
264,26138,93
264,7478,88
264,9221,83
264,2312,82
264,22753,80
264,17213,69
264,30521,66
264,21989,59
264,4949,59
264,7417,59
264,14266,59
264,31859,58
264,30635,57
264,251,55
264,18045,51
264,18326,50
264,10644,45
264,30574,44
264,14467,44
264,20849,43
264,3392,39
264,1416,39
264,10210,38
264,5751,37
264,10197,37
264,11590,35
264,32586,34
264,20811,34
264,1659,33
264,20774,31
264,10641,31
264,7422,31
264,22689,29
264,248,28
264,1642,27
264,10658,27
264,371,27
264,21815,26
264,3371,25
264,14764,25
264,31656,25
264,261,25
264,31505,25
264,3389,24
264,30672,24
264,254,24
264,15924,24
264,26735,22
264,18292,22
264,9484,22
264,5776,22
264,7668,21
264,2287,21
264,15169,20
264,18318,20
264,10093,20
264,9477,20
264,22733,20
264,23229,20
264,2271,19
264,272,19
264,30768,19
264,10932,18
264,22816,18
264,29716,18
264,2104,17
264,14064,17
264,12948,17
264,31557,17
264,16056,17
264,25433,17
264,23233,17
264,20731,16
264,522,16
264,7427,16
264,29325,16
264,30573,15
264,5444,15
264,30766,15
264,7451,15
264,32315,15
264,21597,15
264,22352,14
264,518,14
264,521,13
343,30574,107894
343,8717,4119
343,11557,3262
343,11743,2637
343,14487,1473
343,7457,1307
343,14821,888
343,22743,609
343,20939,554
343,8517,516
343,5207,512
343,11590,498
343,30358,493
343,14467,474
343,13098,471
343,22034,350
343,240,318
343,11305,310
343,18367,303
343,13109,244
343,22753,236
343,12452,233
343,21989,211
343,7404,210
343,30521,198
343,236,196
343,4949,196
343,9221,172
343,18919,160
343,8055,158
343,1642,147
343,26735,137
343,13446,134
343,13116,129
343,923,125
343,18045,117
343,29076,111
343,9886,110
343,18326,108
343,14552,106
343,20656,102
343,33777,101
343,20774,99
343,9367,99
343,1659,92
343,8922,90
343,20994,87
343,251,87
343,11497,85
343,15169,81
343,20849,80
343,12553,80
343,25170,79
343,31133,79
343,5090,76
343,10932,75
343,8067,74
343,32586,72
343,5051,71
343,13108,67
343,11574,64
343,12948,63
343,25151,61
343,26126,61
343,25114,61
343,20282,60
343,5481,58
343,2104,55
343,1128,55
343,25152,55
343,31505,55
343,20570,55
343,11978,53
343,25150,52
343,4021,52
343,11570,52
343,1416,51
343,24960,49
343,3389,48
343,27535,46
343,31140,46
343,10197,45
343,30386,45
343,12315,45
343,254,44
343,23287,44
343,11491,43
343,248,43
343,8545,43
343,22352,42
343,18318,42
343,11505,41
343,10939,41
343,28525,41
343,473,41
343,22009,41
343,17213,40
343,25506,40
343,22689,39
343,19524,39
665,30574,9753
665,23471,537
665,8717,514
665,21689,206
665,21773,71
665,23931,64
665,22743,57
665,11557,53
665,11743,41
665,22159,38
665,24526,37
665,10916,37
665,3704,35
665,5207,25
665,7457,25
665,14552,21
665,20279,20
665,10891,20
665,12940,19
665,10341,19
665,9221,18
665,24883,18
665,10750,18
665,27124,18
665,8055,17
665,18318,17
665,18130,17
665,22206,17
665,20431,17
665,7966,17
665,6046,16
665,23909,15
665,18045,14
665,30521,14
665,29044,14
665,23366,14
665,17213,13
665,18367,12
665,10245,12
665,18035,12
665,10197,11
665,41,11
665,45,11
665,10210,10
665,434,10
665,3247,10
665,22753,9
665,20849,9
665,11930,9
665,6235,9
665,3703,9
665,6122,8
665,10094,7
665,27095,7
665,28052,7
665,26374,7
665,18036,7
665,433,7
665,3392,6
665,5951,6
665,24044,6
665,3246,6
665,20774,5
665,15169,5
665,2277,5
665,12954,5
665,1416,5
665,21766,5
665,31557,5
665,14752,5
665,23923,5
665,450,5
665,28294,5
665,23920,5
665,18034,5
665,24960,4
665,5090,4
665,3371,4
665,27535,4
665,22352,4
665,923,4
665,31505,4
665,11978,4
665,23458,4
665,23465,4
665,22944,4
665,30258,4
665,23504,4
665,23519,4
665,20888,4
665,10886,4
665,3308,4
665,15174,3
665,27089,3
665,23349,3
665,30339,3
665,23501,3
665,25262,3
665,0,3
665,31945,3
698,30574,4108
698,11743,454
698,4949,161
698,8717,153
698,1629,66
698,11557,50
698,8055,50
698,8067,48
698,2666,44
698,22743,42
698,5207,39
698,11221,34
698,1659,34
698,5051,33
698,22034,29
698,12948,29
698,3389,28
698,1642,26
698,3371,24
698,18326,24
698,2277,22
698,4985,22
698,15312,21
698,18045,20
698,21989,19
698,617,18
698,3392,16
698,3377,16
698,25630,16
698,3379,15
698,11243,15
698,1416,14
698,4959,14
698,9221,13
698,22753,12
698,31656,12
698,9886,12
698,3850,12
698,20774,11
698,3216,11
698,17419,11
698,18318,10
698,25146,10
698,15169,9
698,20849,9
698,25438,9
698,23005,9
698,25144,9
698,25150,8
698,10210,8
698,6750,8
698,8683,8
698,3218,8
698,31390,8
698,2078,8
698,8689,8
698,25147,7
698,11503,7
698,18284,7
698,32708,7
698,15315,7
698,24989,7
698,25143,7
698,31391,7
698,11505,6
698,12600,6
698,18367,6
698,2313,6
698,32586,6
698,25149,6
698,18051,6
698,1645,6
698,4968,6
698,25145,6
698,3219,6
698,5080,6
698,22478,6
698,24988,6
698,22689,5
698,27535,5
698,22352,5
698,14764,5
698,14487,5
698,25148,5
698,32686,5
698,4970,5
698,25106,5
698,8656,5
698,20622,5
698,8069,5
698,23993,5
698,32688,5
698,15316,5
698,25142,5
698,19406,5
698,15782,5
698,25151,4
698,10197,4
698,14064,4
698,15786,4
930,30574,436097
930,11557,8385
930,11743,8127
930,14487,7195
930,8717,6341
930,26138,1785
930,14467,1748
930,5207,1567
930,22743,1343
930,16203,1288
930,7457,1197
930,11590,753
930,4949,693
930,1642,667
930,8055,551
930,22034,538
930,1659,524
930,22753,490
930,3216,490
930,14552,489
930,18367,439
930,12948,417
930,240,398
930,9886,386
930,21989,337
930,19733,314
930,30521,305
930,8067,276
930,3218,276
930,2104,274
930,9221,273
930,18045,260
930,20774,241
930,18326,240
930,6750,240
930,20849,239
930,7404,237
930,8656,226
930,236,221
930,4605,206
930,11505,205
930,19742,200
930,21689,197
930,15169,185
930,5051,174
930,3389,167
930,32686,167
930,11497,166
930,16205,166
930,12905,162
930,22689,161
930,251,159
930,27535,158
930,20824,157
930,923,153
930,14527,133
930,20570,132
930,5090,131
930,32586,128
930,17213,127
930,20547,125
930,11491,123
930,24960,119
930,20288,119
930,2277,118
930,3392,117
930,7852,116
930,1128,115
930,11978,109
930,11780,106
930,8683,106
930,5481,105
930,10644,99
930,22545,99
930,3371,96
930,11574,95
930,22352,92
930,28525,91
930,18640,90
930,2313,87
930,254,86
930,25506,86
930,5036,86
930,32917,85
930,30573,83
930,18318,83
930,1078,81
930,1416,81
930,25438,80
930,20731,80
930,23993,80
930,32130,79
930,14370,78
930,617,78
930,14461,77
930,3232,76
930,4959,75
930,11595,74
930,14064,73
930,20282,73
1232,30574,190891
1232,8717,9749
1232,11557,6875
1232,11743,4560
1232,14487,2973
1232,20939,2613
1232,4949,1323
1232,5207,928
1232,22743,864
1232,11305,796
1232,5105,777
1232,11590,744
1232,28259,648
1232,14467,641
1232,13446,448
1232,27199,429
1232,28261,421
1232,18919,375
1232,26138,355
1232,22753,346
1232,18367,337
1232,1642,315
1232,30358,311
1232,22034,296
1232,8055,286
1232,30521,281
1232,5051,277
1232,18045,263
1232,20994,254
1232,17213,238
1232,29076,230
1232,9221,225
1232,18326,217
1232,1659,214
1232,12948,196
1232,1416,196
1232,3389,195
1232,21989,193
1232,11497,181
1232,3911,179
1232,28269,174
1232,2104,172
1232,10932,157
1232,3371,155
1232,8067,155
1232,11505,154
1232,5090,154
1232,10197,152
1232,9477,152
1232,20774,149
1232,7457,144
1232,9886,143
1232,26256,139
1232,31133,139
1232,32586,138
1232,3392,131
1232,10862,126
1232,20926,125
1232,27535,123
1232,11570,123
1232,14552,122
1232,20989,122
1232,1128,121
1232,20849,120
1232,6288,118
1232,18318,113
1232,15169,112
1232,4959,112
1232,11574,110
1232,8517,106
1232,24960,104
1232,1691,104
1232,31140,104
1232,9638,104
1232,7852,102
1232,25506,98
1232,25151,96
1232,25152,95
1232,4985,94
1232,29316,93
1232,9484,91
1232,25149,89
1232,26251,87
1232,25150,86
1232,10210,86
1232,22689,85
1232,30672,85
1232,31505,83
1232,5481,82
1232,25148,79
1232,11978,79
1232,4968,78
1232,11491,77
1232,26126,75
1232,22352,72
1232,26246,72
1232,20731,72
1232,941,71
1232,20824,70
1232,25145,67
1241,30574,12142
1241,21689,717
1241,8717,570
1241,4605,282
1241,4949,256
1241,11743,222
1241,19733,186
1241,11557,185
1241,5207,136
1241,22743,132
1241,8055,123
1241,22753,120
1241,24526,116
1241,22456,99
1241,11590,87
1241,1599,87
1241,3611,76
1241,5051,76
1241,22449,76
1241,9959,73
1241,20774,68
1241,1416,67
1241,4594,67
1241,30521,65
1241,15169,62
1241,20849,60
1241,1659,59
1241,21773,57
1241,22465,57
1241,22034,55
1241,9221,54
1241,19742,53
1241,617,52
1241,19786,52
1241,22451,48
1241,9477,45
1241,22689,41
1241,12948,40
1241,31505,39
1241,9484,38
1241,9886,37
1241,25523,37
1241,19788,36
1241,8067,35
1241,16077,35
1241,21374,34
1241,4959,33
1241,12869,33
1241,615,32
1241,27535,31
1241,18045,29
1241,18367,29
1241,5090,27
1241,20824,26
1241,17213,26
1241,21989,25
1241,4968,25
1241,4600,24
1241,22733,24
1241,19749,24
1241,8346,23
1241,11505,22
1241,5444,22
1241,5481,22
1241,1960,22
1241,3389,20
1241,22352,20
1241,1642,20
1241,32586,20
1241,9638,20
1241,5332,20
1241,8344,20
1241,2104,19
1241,11497,19
1241,20781,19
1241,14764,19
1241,4568,19
1241,25438,18
1241,22344,18
1241,3616,18
1241,19738,18
1241,4587,18
1241,19735,18
1241,9954,18
1241,25609,17
1241,10644,16
1241,11491,16
1241,2277,16
1241,4985,16
1241,20125,16
1241,2158,16
1241,19728,16
1241,24493,16
1241,10197,15
1241,20288,15
1241,25148,15
1241,19524,15
1241,4615,15
1241,19737,15
1241,30766,15
1375,7457,1055
1375,11743,281
1375,23831,247
1375,11557,193
1375,7404,192
1375,22743,158
1375,21024,144
1375,5207,116
1375,18367,113
1375,11305,91
1375,9221,67
1375,14552,64
1375,14487,56
1375,1691,40
1375,22753,39
1375,26735,39
1375,13646,37
1375,10729,35
1375,14467,31
1375,30521,30
1375,7423,30
1375,20849,29
1375,14370,23
1375,13643,23
1375,25114,21
1375,22034,20
1375,7478,19
1375,18045,18
1375,20774,17
1375,22689,17
1375,12315,17
1375,32130,17
1375,2732,17
1375,5090,16
1375,32586,16
1375,2424,15
1375,30574,14
1375,15169,14
1375,23471,14
1375,3392,13
1375,21689,13
1375,7438,13
1375,2438,13
1375,26740,12
1375,26752,12
1375,7422,12
1375,7417,12
1375,2435,12
1375,21011,12
1375,2429,12
1375,3389,11
1375,3358,11
1375,10743,11
1375,17213,10
1375,1642,10
1375,25191,10
1375,20731,10
1375,23349,10
1375,11590,9
1375,30573,9
1375,22545,9
1375,30635,9
1375,29716,9
1375,2104,8
1375,22352,8
1375,5444,8
1375,13656,8
1375,10740,8
1375,17822,8
1375,14776,8
1375,21989,7
1375,20781,7
1375,26256,7
1375,9886,7
1375,26754,7
1375,18292,7
1375,29355,7
1375,3069,7
1375,219,7
1375,2425,7
1375,13654,7
1375,29011,6
1375,26138,6
1375,20797,6
1375,1659,6
1375,17358,6
1375,25106,6
1375,7668,6
1375,7658,6
1375,25647,6
1375,22758,6
1375,5332,6
1375,32799,6
1375,20737,6
1375,18322,6
1375,14379,6
1375,7446,6
1375,14064,5
1375,30551,5
1375,893,5
1635,30574,3882
1635,5951,463
1635,8717,248
1635,17780,115
1635,19039,88
1635,24401,41
1635,21689,31
1635,23334,31
1635,5963,29
1635,22743,26
1635,21773,23
1635,32766,21
1635,9221,19
1635,27111,19
1635,27095,17
1635,28800,17
1635,5990,17
1635,5207,13
1635,30521,13
1635,30620,12
1635,24407,12
1635,3389,11
1635,6262,11
1635,11557,10
1635,11021,10
1635,20774,9
1635,20849,9
1635,3371,9
1635,1416,9
1635,24526,9
1635,10700,9
1635,27535,8
1635,32775,8
1635,18045,7
1635,5979,7
1635,4670,7
1635,19546,7
1635,5988,7
1635,30455,7
1635,30755,6
1635,25562,6
1635,6013,6
1635,17789,6
1635,22753,5
1635,10644,5
1635,3358,5
1635,27089,5
1635,194,5
1635,27556,4
1635,3379,4
1635,21739,4
1635,30571,4
1635,23343,4
1635,10245,4
1635,5901,4
1635,24412,4
1635,5978,4
1635,22494,4
1635,3392,3
1635,5090,3
1635,22689,3
1635,30573,3
1635,22352,3
1635,14764,3
1635,21384,3
1635,10210,3
1635,3377,3
1635,18284,3
1635,14927,3
1635,27077,3
1635,9484,3
1635,7654,3
1635,14752,3
1635,11937,3
1635,28904,3
1635,20520,3
1635,9375,3
1635,5965,3
1635,21803,3
1635,13865,3
1635,21924,3
1635,28857,3
1635,5966,3
1635,190,3
1635,22441,3
1635,32778,3
1635,13754,3
1635,27528,3
1635,32099,2
1635,32088,2
1635,20125,2
1635,22570,2
1635,30577,2
1635,7577,2
1635,21401,2
1635,9557,2
1635,860,2
1635,27548,2
1635,6007,2
1635,21300,2
1846,30574,26990
1846,8717,1178
1846,7077,509
1846,21689,291
1846,11557,160
1846,7203,149
1846,7145,137
1846,25647,128
1846,28341,112
1846,11166,104
1846,21773,98
1846,22743,86
1846,28384,83
1846,27095,63
1846,25685,63
1846,5207,61
1846,30241,54
1846,7154,52
1846,25630,46
1846,9221,43
1846,7141,39
1846,7094,35
1846,19316,31
1846,20849,30
1846,15626,29
1846,7156,27
1846,19765,26
1846,19181,25
1846,18045,23
1846,23471,23
1846,27111,22
1846,22753,21
1846,23334,19
1846,24526,19
1846,28356,19
1846,17213,16
1846,23005,16
1846,23349,15
1846,16374,15
1846,20774,14
1846,22689,14
1846,20133,14
1846,28354,14
1846,9556,14
1846,19190,14
1846,15169,13
1846,14764,13
1846,11221,13
1846,19412,12
1846,17780,11
1846,9385,11
1846,23343,10
1846,7126,10
1846,13310,9
1846,7179,9
1846,4434,9
1846,3392,8
1846,30521,8
1846,27089,8
1846,5481,8
1846,25674,8
1846,13744,8
1846,11743,7
1846,2104,7
1846,1642,7
1846,5427,7
1846,18130,7
1846,1416,7
1846,15392,7
1846,7279,7
1846,7186,7
1846,7144,7
1846,25628,7
1846,8354,7
1846,1691,6
1846,11978,6
1846,22944,6
1846,14752,6
1846,24124,6
1846,16504,6
1846,3389,5
1846,3371,5
1846,22352,5
1846,18640,5
1846,32586,5
1846,3358,5
1846,25149,5
1846,3377,5
1846,25506,5
1846,15624,5
1846,7668,5
1846,20520,5
1846,30631,5
1846,7134,5
1846,7143,5
1846,21702,5
1846,18434,5
1846,8993,5
1846,12923,5
1846,19770,5
1885,7457,35772
1885,11557,31163
1885,11743,11000
1885,26138,8756
1885,7404,6542
1885,5207,4333
